fid,nom_officiel,nom_officiel_en_majuscules,code_insee,code_insee_du_departement,code_insee_de_la_region,codes_siren_des_epci,latitude,longitude
1,L'Abergement-Clémenciat,L'ABERGEMENT-CLEMENCIAT,"01001","01","84","200069193",46.15372,4.92585
2,L'Abergement-de-Varey,L'ABERGEMENT-DE-VAREY,"01002","01","84","240100883",46.00961,5.42809
3,Ambérieu-en-Bugey,AMBERIEU-EN-BUGEY,"01004","01","84","240100883",45.96105,5.37228
4,Ambérieux-en-Dombes,AMBERIEUX-EN-DOMBES,"01005","01","84","200042497",45.99616,4.91197
5,Ambléon,AMBLEON,"01006","01","84","200040350",45.74988,5.59459
6,Ambronay,AMBRONAY,"01007","01","84","240100883",46.00569,5.35775
7,Ambutrix,AMBUTRIX,"01008","01","84","240100883",45.93668,5.33244
8,Andert-et-Condon,ANDERT-ET-CONDON,"01009","01","84","200040350",45.78720,5.65780
9,Anglefort,ANGLEFORT,"01010","01","84","200070852",45.90909,5.79506
10,Apremont,APREMONT,"01011","01","84","200042935",46.20588,5.65798
11,Aranc,ARANC,"01012","01","84","200042935",46.00129,5.51094
12,Arandas,ARANDAS,"01013","01","84","240100883",45.89023,5.49892
13,Arbent,ARBENT,"01014","01","84","200042935",46.28360,5.69075
14,Arboys en Bugey,ARBOYS EN BUGEY,"01015","01","84","200040350",45.71279,5.64168
15,Arbigny,ARBIGNY,"01016","01","84","200071371",46.47760,4.96010
16,Argis,ARGIS,"01017","01","84","240100883",45.93350,5.48260
17,Armix,ARMIX,"01019","01","84","200040350",45.85449,5.58303
18,Ars-sur-Formans,ARS-SUR-FORMANS,"01021","01","84","200042497",45.99354,4.82196
19,Artemare,ARTEMARE,"01022","01","84","200040350",45.86963,5.69009
20,Asnières-sur-Saône,ASNIERES-SUR-SAONE,"01023","01","84","200071371",46.38521,4.88371
21,Attignat,ATTIGNAT,"01024","01","84","200071751",46.28606,5.17982
22,Bâgé-Dommartin,BAGE-DOMMARTIN,"01025","01","84","200071371",46.32747,4.96700
23,Bâgé-le-Châtel,BAGE-LE-CHATEL,"01026","01","84","200071371",46.30828,4.92984
24,Balan,BALAN,"01027","01","84","240100610",45.83098,5.10800
25,Baneins,BANEINS,"01028","01","84","200069193",46.11407,4.90169
26,Beaupont,BEAUPONT,"01029","01","84","200071751",46.42865,5.26034
27,Beauregard,BEAUREGARD,"01030","01","84","200042497",46.00072,4.75664
28,Bellignat,BELLIGNAT,"01031","01","84","200042935",46.23815,5.63592
29,Béligneux,BELIGNEUX,"01032","01","84","240100610",45.85931,5.14036
30,Valserhône,VALSERHONE,"01033","01","84","240100891",46.12411,5.79648
31,Belley,BELLEY,"01034","01","84","200040350",45.74989,5.68391
32,Belleydoux,BELLEYDOUX,"01035","01","84","200042935",46.25334,5.78507
33,Valromey-sur-Séran,VALROMEY-SUR-SERAN,"01036","01","84","200040350",45.91819,5.65688
34,Bénonces,BENONCES,"01037","01","84","240100883",45.83815,5.48312
35,Bény,BENY,"01038","01","84","200071751",46.31939,5.28256
36,Béréziat,BEREZIAT,"01040","01","84","200071751",46.36771,5.03999
37,Bettant,BETTANT,"01041","01","84","240100883",45.93773,5.36597
38,Bey,BEY,"01042","01","84","200070555",46.21952,4.84623
39,Beynost,BEYNOST,"01043","01","84","240100800",45.83948,4.99743
40,Billiat,BILLIAT,"01044","01","84","240100891",46.07941,5.76554
41,Birieux,BIRIEUX,"01045","01","84","200069193",45.95319,5.03721
42,Biziat,BIZIAT,"01046","01","84","200070555",46.22634,4.94108
43,Blyes,BLYES,"01047","01","84","240100883",45.84707,5.25166
44,La Boisse,LA BOISSE,"01049","01","84","240100610",45.84462,5.02833
45,Boissey,BOISSEY,"01050","01","84","200071371",46.37304,4.99884
46,Bolozon,BOLOZON,"01051","01","84","200042935",46.19634,5.47045
47,Bouligneux,BOULIGNEUX,"01052","01","84","200069193",46.02304,4.99231
48,Bourg-en-Bresse,BOURG-EN-BRESSE,"01053","01","84","200071751",46.20502,5.24559
49,Bourg-Saint-Christophe,BOURG-SAINT-CHRISTOPHE,"01054","01","84","240100883",45.88624,5.14360
50,Boyeux-Saint-Jérôme,BOYEUX-SAINT-JEROME,"01056","01","84","200029999",46.03605,5.46312
51,Boz,BOZ,"01057","01","84","200071371",46.40553,4.91373
52,Brégnier-Cordon,BREGNIER-CORDON,"01058","01","84","200040350",45.64132,5.61681
53,Brénod,BRENOD,"01060","01","84","200042935",46.07562,5.61440
54,Brens,BRENS,"01061","01","84","200040350",45.71394,5.68927
55,Bressolles,BRESSOLLES,"01062","01","84","240100610",45.86943,5.10149
56,Brion,BRION,"01063","01","84","200042935",46.16817,5.54651
57,Briord,BRIORD,"01064","01","84","240100883",45.77063,5.48548
58,Buellas,BUELLAS,"01065","01","84","200071751",46.21058,5.14528
59,La Burbanche,LA BURBANCHE,"01066","01","84","200040350",45.85994,5.54582
60,Ceignes,CEIGNES,"01067","01","84","200042935",46.12562,5.49516
61,Cerdon,CERDON,"01068","01","84","200029999",46.07194,5.47611
62,Certines,CERTINES,"01069","01","84","200071751",46.13346,5.26243
63,Cessy,CESSY,"01071","01","84","240100750",46.31609,6.07803
64,Ceyzériat,CEYZERIAT,"01072","01","84","200071751",46.18341,5.31967
65,Ceyzérieu,CEYZERIEU,"01073","01","84","200040350",45.83350,5.71910
66,Chalamont,CHALAMONT,"01074","01","84","200069193",46.00758,5.16937
67,Chaleins,CHALEINS,"01075","01","84","200070118",46.03394,4.79864
68,Chaley,CHALEY,"01076","01","84","240100883",45.95437,5.53696
69,Challes-la-Montagne,CHALLES-LA-MONTAGNE,"01077","01","84","200029999",46.12230,5.45751
70,Challex,CHALLEX,"01078","01","84","240100750",46.17687,5.97149
71,Champagne-en-Valromey,CHAMPAGNE-EN-VALROMEY,"01079","01","84","200040350",45.93196,5.69313
72,Champdor-Corcelles,CHAMPDOR-CORCELLES,"01080","01","84","200042935",46.02857,5.58801
73,Champfromier,CHAMPFROMIER,"01081","01","84","240100891",46.22047,5.82227
74,Chanay,CHANAY,"01082","01","84","240100891",46.00582,5.76870
75,Chaneins,CHANEINS,"01083","01","84","200069193",46.09352,4.85430
76,Chanoz-Châtenay,CHANOZ-CHATENAY,"01084","01","84","200070555",46.18570,5.02887
77,La Chapelle-du-Châtelard,LA CHAPELLE-DU-CHATELARD,"01085","01","84","200069193",46.07341,5.02176
78,Charix,CHARIX,"01087","01","84","200042935",46.18560,5.68077
79,Charnoz-sur-Ain,CHARNOZ-SUR-AIN,"01088","01","84","240100883",45.87418,5.22198
80,Château-Gaillard,CHATEAU-GAILLARD,"01089","01","84","240100883",45.97285,5.30732
81,Châtenay,CHATENAY,"01090","01","84","200069193",46.02588,5.20459
82,Châtillon-la-Palud,CHATILLON-LA-PALUD,"01092","01","84","200069193",45.97483,5.24148
83,Châtillon-sur-Chalaronne,CHATILLON-SUR-CHALARONNE,"01093","01","84","200069193",46.12293,4.95795
84,Chavannes-sur-Reyssouze,CHAVANNES-SUR-REYSSOUZE,"01094","01","84","200071371",46.43806,5.00657
85,Nivigne et Suran,NIVIGNE ET SURAN,"01095","01","84","200071751",46.28376,5.42661
86,Chaveyriat,CHAVEYRIAT,"01096","01","84","200070555",46.19936,5.05603
87,Chazey-Bons,CHAZEY-BONS,"01098","01","84","200040350",45.80081,5.67365
88,Chazey-sur-Ain,CHAZEY-SUR-AIN,"01099","01","84","240100883",45.89324,5.25479
89,Cheignieu-la-Balme,CHEIGNIEU-LA-BALME,"01100","01","84","200040350",45.82290,5.60484
90,Chevillard,CHEVILLARD,"01101","01","84","200042935",46.11054,5.58140
91,Chevroux,CHEVROUX,"01102","01","84","200071371",46.38246,4.96295
92,Chevry,CHEVRY,"01103","01","84","240100750",46.28306,6.04729
93,Chézery-Forens,CHEZERY-FORENS,"01104","01","84","240100750",46.22256,5.87243
94,Civrieux,CIVRIEUX,"01105","01","84","200042497",45.92294,4.88662
95,Cize,CIZE,"01106","01","84","200071751",46.20057,5.45082
96,Cleyzieu,CLEYZIEU,"01107","01","84","240100883",45.90270,5.43279
97,Coligny,COLIGNY,"01108","01","84","200071751",46.38668,5.33043
98,Collonges,COLLONGES,"01109","01","84","240100750",46.14254,5.89970
99,Colomieu,COLOMIEU,"01110","01","84","200040350",45.73655,5.62711
100,Conand,CONAND,"01111","01","84","240100883",45.88406,5.47534
101,Condamine,CONDAMINE,"01112","01","84","200042935",46.10585,5.55577
102,Condeissiat,CONDEISSIAT,"01113","01","84","200069193",46.15363,5.08474
103,Confort,CONFORT,"01114","01","84","240100891",46.15432,5.83271
104,Confrançon,CONFRANCON,"01115","01","84","200071751",46.27050,5.05769
105,Contrevoz,CONTREVOZ,"01116","01","84","200040350",45.80119,5.62005
106,Conzieu,CONZIEU,"01117","01","84","200040350",45.72556,5.60427
107,Corbonod,CORBONOD,"01118","01","84","200070852",45.96616,5.78964
108,Corlier,CORLIER,"01121","01","84","200042935",46.03324,5.49675
109,Cormoranche-sur-Saône,CORMORANCHE-SUR-SAONE,"01123","01","84","200070555",46.24113,4.82795
110,Cormoz,CORMOZ,"01124","01","84","200071751",46.43360,5.22143
111,Corveissiat,CORVEISSIAT,"01125","01","84","200071751",46.25087,5.47158
112,Courmangoux,COURMANGOUX,"01127","01","84","200071751",46.32659,5.35578
113,Courtes,COURTES,"01128","01","84","200071751",46.45694,5.11090
114,Crans,CRANS,"01129","01","84","200069193",45.96645,5.19512
115,Bresse Vallons,BRESSE VALLONS,"01130","01","84","200071751",46.32486,5.18476
116,Cressin-Rochefort,CRESSIN-ROCHEFORT,"01133","01","84","200040350",45.78289,5.76532
117,Crottet,CROTTET,"01134","01","84","200070555",46.28306,4.87761
118,Crozet,CROZET,"01135","01","84","240100750",46.29169,5.99534
119,Cruzilles-lès-Mépillat,CRUZILLES-LES-MEPILLAT,"01136","01","84","200070555",46.22129,4.87509
120,Culoz-Béon,CULOZ-BEON,"01138","01","84","200040350",45.85634,5.77291
121,Curciat-Dongalon,CURCIAT-DONGALON,"01139","01","84","200071751",46.48838,5.16279
122,Curtafond,CURTAFOND,"01140","01","84","200071751",46.27285,5.10259
123,Cuzieu,CUZIEU,"01141","01","84","200040350",45.81979,5.67621
124,Dagneux,DAGNEUX,"01142","01","84","240100610",45.85347,5.07283
125,Divonne-les-Bains,DIVONNE-LES-BAINS,"01143","01","84","240100750",46.37579,6.11589
126,Dompierre-sur-Veyle,DOMPIERRE-SUR-VEYLE,"01145","01","84","200071751",46.06706,5.21635
127,Dompierre-sur-Chalaronne,DOMPIERRE-SUR-CHALARONNE,"01146","01","84","200069193",46.14169,4.90155
128,Domsure,DOMSURE,"01147","01","84","200071751",46.42461,5.29357
129,Dortan,DORTAN,"01148","01","84","200042935",46.31383,5.64177
130,Douvres,DOUVRES,"01149","01","84","240100883",45.98438,5.37182
131,Drom,DROM,"01150","01","84","200071751",46.21991,5.36820
132,Druillat,DRUILLAT,"01151","01","84","200071751",46.06740,5.29286
133,Échallon,ECHALLON,"01152","01","84","200042935",46.22738,5.73282
134,Échenevex,ECHENEVEX,"01153","01","84","240100750",46.31622,6.01997
135,Évosges,EVOSGES,"01155","01","84","200042935",45.96506,5.50298
136,Faramans,FARAMANS,"01156","01","84","240100883",45.91064,5.12485
137,Fareins,FAREINS,"01157","01","84","200042497",46.02128,4.76220
138,Farges,FARGES,"01158","01","84","240100750",46.16678,5.90018
139,Feillens,FEILLENS,"01159","01","84","200071371",46.33626,4.88563
140,Ferney-Voltaire,FERNEY-VOLTAIRE,"01160","01","84","240100750",46.25151,6.10761
141,Flaxieu,FLAXIEU,"01162","01","84","200040350",45.81116,5.74361
142,Foissiat,FOISSIAT,"01163","01","84","200071751",46.37852,5.18454
143,Francheleins,FRANCHELEINS,"01165","01","84","200070118",46.07364,4.81256
144,Frans,FRANS,"01166","01","84","200042497",45.99369,4.78069
145,Garnerans,GARNERANS,"01167","01","84","200070118",46.21348,4.82891
146,Genouilleux,GENOUILLEUX,"01169","01","84","200070118",46.12050,4.79328
147,Béard-Géovreissiat,BEARD-GEOVREISSIAT,"01170","01","84","200042935",46.18996,5.55165
148,Géovreisset,GEOVREISSET,"01171","01","84","200042935",46.25195,5.61383
149,Gex,GEX,"01173","01","84","240100750",46.34730,6.04624
150,Giron,GIRON,"01174","01","84","240100891",46.22372,5.78091
151,Gorrevod,GORREVOD,"01175","01","84","200071371",46.41502,4.95080
152,Grand-Corent,GRAND-CORENT,"01177","01","84","200071751",46.20786,5.43394
153,Grièges,GRIEGES,"01179","01","84","200070555",46.26356,4.84660
154,Grilly,GRILLY,"01180","01","84","240100750",46.33184,6.11348
155,Groissiat,GROISSIAT,"01181","01","84","200042935",46.22648,5.61257
156,Guéreins,GUEREINS,"01183","01","84","200070118",46.10668,4.78250
157,Hautecourt-Romanèche,HAUTECOURT-ROMANECHE,"01184","01","84","200071751",46.16143,5.42966
158,Plateau d'Hauteville,PLATEAU D'HAUTEVILLE,"01185","01","84","200042935",45.93960,5.58378
159,Haut Valromey,HAUT VALROMEY,"01187","01","84","200040350",46.04251,5.68360
160,Illiat,ILLIAT,"01188","01","84","200070118",46.18648,4.88832
161,Injoux-Génissiat,INJOUX-GENISSIAT,"01189","01","84","240100891",46.04988,5.75960
162,Innimond,INNIMOND,"01190","01","84","240100883",45.79157,5.57465
163,Izenave,IZENAVE,"01191","01","84","200042935",46.03764,5.52474
164,Izernore,IZERNORE,"01192","01","84","200042935",46.21820,5.56310
165,Izieu,IZIEU,"01193","01","84","200040350",45.65583,5.63927
166,Jassans-Riottier,JASSANS-RIOTTIER,"01194","01","84","200040590",45.97829,4.75928
167,Jasseron,JASSERON,"01195","01","84","200071751",46.21483,5.31247
168,Jayat,JAYAT,"01196","01","84","200071751",46.36571,5.11430
169,Journans,JOURNANS,"01197","01","84","200071751",46.14673,5.33442
170,Joyeux,JOYEUX,"01198","01","84","240100883",45.95009,5.10260
171,Jujurieux,JUJURIEUX,"01199","01","84","200029999",46.04991,5.41094
172,Labalme,LABALME,"01200","01","84","200029999",46.09343,5.49340
173,Lagnieu,LAGNIEU,"01202","01","84","240100883",45.89182,5.32944
174,Laiz,LAIZ,"01203","01","84","200070555",46.24708,4.89884
175,Le Poizat-Lalleyriat,LE POIZAT-LALLEYRIAT,"01204","01","84","200042935",46.14502,5.69523
176,Lantenay,LANTENAY,"01206","01","84","200042935",46.05406,5.54099
177,Lapeyrouse,LAPEYROUSE,"01207","01","84","200069193",45.98568,4.98170
178,Lavours,LAVOURS,"01208","01","84","200040350",45.81094,5.77283
179,Léaz,LEAZ,"01209","01","84","240100750",46.10867,5.87679
180,Lélex,LELEX,"01210","01","84","240100750",46.28533,5.92895
181,Lent,LENT,"01211","01","84","200071751",46.11639,5.20152
182,Lescheroux,LESCHEROUX,"01212","01","84","200071751",46.41104,5.15083
183,Leyment,LEYMENT,"01213","01","84","240100883",45.92727,5.29454
184,Leyssard,LEYSSARD,"01214","01","84","200042935",46.16192,5.47625
185,Surjoux-Lhopital,SURJOUX-LHOPITAL,"01215","01","84","240100891",46.02765,5.78327
186,Lhuis,LHUIS,"01216","01","84","240100883",45.74460,5.53583
187,Lompnas,LOMPNAS,"01219","01","84","240100883",45.81051,5.52305
188,Loyettes,LOYETTES,"01224","01","84","240100883",45.79226,5.21779
189,Lurcy,LURCY,"01225","01","84","200070118",46.06197,4.78068
190,Magnieu,MAGNIEU,"01227","01","84","200040350",45.77886,5.72291
191,Maillat,MAILLAT,"01228","01","84","200042935",46.12013,5.52844
192,Malafretaz,MALAFRETAZ,"01229","01","84","200071751",46.32900,5.14301
193,Mantenay-Montlin,MANTENAY-MONTLIN,"01230","01","84","200071751",46.43018,5.10664
194,Manziat,MANZIAT,"01231","01","84","200071371",46.36424,4.90299
195,Marboz,MARBOZ,"01232","01","84","200071751",46.34388,5.24376
196,Marchamp,MARCHAMP,"01233","01","84","240100883",45.77399,5.55054
197,Marignieu,MARIGNIEU,"01234","01","84","200040350",45.80145,5.71581
198,Marlieux,MARLIEUX,"01235","01","84","200069193",46.05537,5.07441
199,Marsonnas,MARSONNAS,"01236","01","84","200071751",46.34067,5.06419
200,Martignat,MARTIGNAT,"01237","01","84","200042935",46.20259,5.61376
201,Massieux,MASSIEUX,"01238","01","84","200042497",45.90928,4.82687
202,Massignieu-de-Rives,MASSIGNIEU-DE-RIVES,"01239","01","84","200040350",45.75714,5.76289
203,Matafelon-Granges,MATAFELON-GRANGES,"01240","01","84","200042935",46.25646,5.53944
204,Meillonnas,MEILLONNAS,"01241","01","84","200071751",46.24517,5.33632
205,Mérignat,MERIGNAT,"01242","01","84","200029999",46.06500,5.44209
206,Messimy-sur-Saône,MESSIMY-SUR-SAONE,"01243","01","84","200070118",46.04728,4.75955
207,Meximieux,MEXIMIEUX,"01244","01","84","240100883",45.90649,5.20357
208,Bohas-Meyriat-Rignat,BOHAS-MEYRIAT-RIGNAT,"01245","01","84","200071751",46.14240,5.37830
209,Mézériat,MEZERIAT,"01246","01","84","200070555",46.24243,5.04783
210,Mijoux,MIJOUX,"01247","01","84","240100750",46.36157,6.00814
211,Mionnay,MIONNAY,"01248","01","84","200069193",45.89593,4.92433
212,Miribel,MIRIBEL,"01249","01","84","240100800",45.84472,4.94078
213,Misérieux,MISERIEUX,"01250","01","84","200042497",45.97636,4.81075
214,Mogneneins,MOGNENEINS,"01252","01","84","200070118",46.14455,4.82071
215,Montagnat,MONTAGNAT,"01254","01","84","200071751",46.16853,5.27936
216,Montagnieu,MONTAGNIEU,"01255","01","84","240100883",45.79968,5.46446
217,Montanges,MONTANGES,"01257","01","84","240100891",46.17326,5.79005
218,Montceaux,MONTCEAUX,"01258","01","84","200070118",46.09620,4.80371
219,Montcet,MONTCET,"01259","01","84","200071751",46.21958,5.11136
220,Le Montellier,LE MONTELLIER,"01260","01","84","240100883",45.92879,5.07138
221,Monthieux,MONTHIEUX,"01261","01","84","200069193",45.96249,4.94578
222,Montluel,MONTLUEL,"01262","01","84","240100610",45.89123,5.01963
223,Montmerle-sur-Saône,MONTMERLE-SUR-SAONE,"01263","01","84","200070118",46.08535,4.76047
224,Montracol,MONTRACOL,"01264","01","84","200071751",46.18659,5.11725
225,Montréal-la-Cluse,MONTREAL-LA-CLUSE,"01265","01","84","200042935",46.17937,5.59518
226,Montrevel-en-Bresse,MONTREVEL-EN-BRESSE,"01266","01","84","200071751",46.32497,5.11251
227,Nurieux-Volognat,NURIEUX-VOLOGNAT,"01267","01","84","200042935",46.18343,5.51456
228,Murs-et-Gélignieux,MURS-ET-GELIGNIEUX,"01268","01","84","200040350",45.64225,5.66066
229,Nantua,NANTUA,"01269","01","84","200042935",46.15402,5.61308
230,Neuville-les-Dames,NEUVILLE-LES-DAMES,"01272","01","84","200069193",46.15674,5.00915
231,Neuville-sur-Ain,NEUVILLE-SUR-AIN,"01273","01","84","200029999",46.09099,5.37422
232,Les Neyrolles,LES NEYROLLES,"01274","01","84","200042935",46.13549,5.63766
233,Neyron,NEYRON,"01275","01","84","240100800",45.81885,4.93089
234,Niévroz,NIEVROZ,"01276","01","84","240100610",45.82238,5.05941
235,Nivollet-Montgriffon,NIVOLLET-MONTGRIFFON,"01277","01","84","240100883",45.99977,5.45840
236,Oncieu,ONCIEU,"01279","01","84","240100883",45.96527,5.47143
237,Ordonnaz,ORDONNAZ,"01280","01","84","240100883",45.83377,5.54012
238,Ornex,ORNEX,"01281","01","84","240100750",46.27735,6.09405
239,Outriaz,OUTRIAZ,"01282","01","84","200042935",46.06732,5.55680
240,Oyonnax,OYONNAX,"01283","01","84","200042935",46.26118,5.65252
241,Ozan,OZAN,"01284","01","84","200071371",46.38727,4.91772
242,Parcieux,PARCIEUX,"01285","01","84","200042497",45.91854,4.82806
243,Parves et Nattages,PARVES ET NATTAGES,"01286","01","84","200040350",45.73104,5.74555
244,Péron,PERON,"01288","01","84","240100750",46.19165,5.91974
245,Péronnas,PERONNAS,"01289","01","84","200071751",46.17144,5.21770
246,Pérouges,PEROUGES,"01290","01","84","240100883",45.88095,5.17958
247,Perrex,PERREX,"01291","01","84","200070555",46.24660,4.97413
248,Peyriat,PEYRIAT,"01293","01","84","200042935",46.14999,5.50568
249,Peyrieu,PEYRIEU,"01294","01","84","200040350",45.67637,5.67991
250,Peyzieux-sur-Saône,PEYZIEUX-SUR-SAONE,"01295","01","84","200070118",46.12231,4.82299
251,Pirajoux,PIRAJOUX,"01296","01","84","200071751",46.38527,5.27451
252,Pizay,PIZAY,"01297","01","84","240100610",45.89208,5.08912
253,Plagne,PLAGNE,"01298","01","84","240100891",46.18767,5.71761
254,Le Plantay,LE PLANTAY,"01299","01","84","200069193",46.02289,5.08904
255,Polliat,POLLIAT,"01301","01","84","200071751",46.24626,5.13802
256,Pollieu,POLLIEU,"01302","01","84","200040350",45.79684,5.74825
257,Poncin,PONCIN,"01303","01","84","200029999",46.08926,5.41648
258,Pont-d'Ain,PONT-D'AIN,"01304","01","84","200029999",46.05430,5.34696
259,Pont-de-Vaux,PONT-DE-VAUX,"01305","01","84","200071371",46.44247,4.92877
260,Pont-de-Veyle,PONT-DE-VEYLE,"01306","01","84","200070555",46.26313,4.88193
261,Port,PORT,"01307","01","84","200042935",46.15607,5.57576
262,Pougny,POUGNY,"01308","01","84","240100750",46.14494,5.95022
263,Pouillat,POUILLAT,"01309","01","84","200071751",46.32224,5.42368
264,Prémeyzel,PREMEYZEL,"01310","01","84","200040350",45.68067,5.64452
265,Prémillieu,PREMILLIEU,"01311","01","84","200042935",45.87664,5.56447
266,Prévessin-Moëns,PREVESSIN-MOENS,"01313","01","84","240100750",46.25839,6.07229
267,Priay,PRIAY,"01314","01","84","200029999",46.02016,5.28430
268,Ramasse,RAMASSE,"01317","01","84","200071751",46.19039,5.35561
269,Rancé,RANCE,"01318","01","84","200042497",45.96770,4.86388
270,Relevant,RELEVANT,"01319","01","84","200069193",46.08398,4.94154
271,Replonges,REPLONGES,"01320","01","84","200071371",46.30769,4.87506
272,Revonnas,REVONNAS,"01321","01","84","200071751",46.16166,5.33565
273,Reyrieux,REYRIEUX,"01322","01","84","200042497",45.93696,4.82866
274,Reyssouze,REYSSOUZE,"01323","01","84","200071371",46.42882,4.91337
275,Rignieux-le-Franc,RIGNIEUX-LE-FRANC,"01325","01","84","240100883",45.95205,5.16919
276,Romans,ROMANS,"01328","01","84","200069193",46.12383,5.02138
277,Rossillon,ROSSILLON,"01329","01","84","200040350",45.83646,5.59927
278,Saint-Alban,SAINT-ALBAN,"01331","01","84","200029999",46.09807,5.45485
279,Saint-André-de-Bâgé,SAINT-ANDRE-DE-BAGE,"01332","01","84","200071371",46.29811,4.91397
280,Saint-André-de-Corcy,SAINT-ANDRE-DE-CORCY,"01333","01","84","200069193",45.92686,4.95321
281,Saint-André-d'Huiriat,SAINT-ANDRE-D'HUIRIAT,"01334","01","84","200070555",46.21407,4.91299
282,Saint-André-le-Bouchoux,SAINT-ANDRE-LE-BOUCHOUX,"01335","01","84","200069193",46.11328,5.07983
283,Saint-André-sur-Vieux-Jonc,SAINT-ANDRE-SUR-VIEUX-JONC,"01336","01","84","200071751",46.14929,5.14133
284,Saint-Bénigne,SAINT-BENIGNE,"01337","01","84","200071371",46.45211,4.95310
285,Groslée-Saint-Benoit,GROSLEE-SAINT-BENOIT,"01338","01","84","200040350",45.69767,5.58125
286,Saint-Bernard,SAINT-BERNARD,"01339","01","84","200042497",45.94916,4.74140
287,Sainte-Croix,SAINTE-CROIX,"01342","01","84","240100610",45.89600,5.04928
288,Saint-Cyr-sur-Menthon,SAINT-CYR-SUR-MENTHON,"01343","01","84","200070555",46.27568,4.96781
289,Saint-Denis-lès-Bourg,SAINT-DENIS-LES-BOURG,"01344","01","84","200071751",46.21114,5.18457
290,Saint-Denis-en-Bugey,SAINT-DENIS-EN-BUGEY,"01345","01","84","240100883",45.94886,5.32503
291,Saint-Didier-d'Aussiat,SAINT-DIDIER-D'AUSSIAT,"01346","01","84","200071751",46.30740,5.05855
292,Saint-Didier-de-Formans,SAINT-DIDIER-DE-FORMANS,"01347","01","84","200042497",45.95658,4.77783
293,Saint-Didier-sur-Chalaronne,SAINT-DIDIER-SUR-CHALARONNE,"01348","01","84","200070118",46.18447,4.81624
294,Saint-Éloi,SAINT-ELOI,"01349","01","84","240100883",45.93300,5.15131
295,Saint-Étienne-du-Bois,SAINT-ETIENNE-DU-BOIS,"01350","01","84","200071751",46.27469,5.28380
296,Saint-Étienne-sur-Chalaronne,SAINT-ETIENNE-SUR-CHALARONNE,"01351","01","84","200070118",46.14690,4.86733
297,Saint-Étienne-sur-Reyssouze,SAINT-ETIENNE-SUR-REYSSOUZE,"01352","01","84","200071371",46.40323,5.00552
298,Sainte-Euphémie,SAINTE-EUPHEMIE,"01353","01","84","200042497",45.96719,4.79484
299,Saint-Genis-Pouilly,SAINT-GENIS-POUILLY,"01354","01","84","240100750",46.25429,6.03638
300,Saint-Genis-sur-Menthon,SAINT-GENIS-SUR-MENTHON,"01355","01","84","200070555",46.28213,5.01371
301,Saint-Georges-sur-Renon,SAINT-GEORGES-SUR-RENON,"01356","01","84","200069193",46.10391,5.02942
302,Saint-Germain-de-Joux,SAINT-GERMAIN-DE-JOUX,"01357","01","84","240100891",46.18234,5.74680
303,Saint-Germain-les-Paroisses,SAINT-GERMAIN-LES-PAROISSES,"01358","01","84","200040350",45.77099,5.61784
304,Saint-Germain-sur-Renon,SAINT-GERMAIN-SUR-RENON,"01359","01","84","200069193",46.08009,5.06033
305,Saint-Jean-de-Gonville,SAINT-JEAN-DE-GONVILLE,"01360","01","84","240100750",46.21786,5.94159
306,Saint-Jean-de-Niost,SAINT-JEAN-DE-NIOST,"01361","01","84","240100883",45.84024,5.21208
307,Saint-Jean-de-Thurigneux,SAINT-JEAN-DE-THURIGNEUX,"01362","01","84","200042497",45.95996,4.89945
308,Saint-Jean-le-Vieux,SAINT-JEAN-LE-VIEUX,"01363","01","84","200029999",46.02924,5.38343
309,Saint-Jean-sur-Reyssouze,SAINT-JEAN-SUR-REYSSOUZE,"01364","01","84","200071751",46.39723,5.06311
310,Saint-Jean-sur-Veyle,SAINT-JEAN-SUR-VEYLE,"01365","01","84","200070555",46.26842,4.92283
311,Sainte-Julie,SAINTE-JULIE,"01366","01","84","240100883",45.88194,5.28426
312,Saint-Julien-sur-Reyssouze,SAINT-JULIEN-SUR-REYSSOUZE,"01367","01","84","200071751",46.39998,5.10391
313,Saint-Julien-sur-Veyle,SAINT-JULIEN-SUR-VEYLE,"01368","01","84","200070555",46.20161,4.95953
314,Saint-Just,SAINT-JUST,"01369","01","84","200071751",46.19316,5.28409
315,Saint-Laurent-sur-Saône,SAINT-LAURENT-SUR-SAONE,"01370","01","84","200070308",46.30595,4.84016
316,Saint-Marcel,SAINT-MARCEL,"01371","01","84","200069193",45.94849,4.98961
317,Saint-Martin-de-Bavel,SAINT-MARTIN-DE-BAVEL,"01372","01","84","200040350",45.84816,5.67908
318,Saint-Martin-du-Frêne,SAINT-MARTIN-DU-FRENE,"01373","01","84","200042935",46.13601,5.57155
319,Saint-Martin-du-Mont,SAINT-MARTIN-DU-MONT,"01374","01","84","200071751",46.10604,5.32567
320,Saint-Martin-le-Châtel,SAINT-MARTIN-LE-CHATEL,"01375","01","84","200071751",46.29113,5.12247
321,Saint-Maurice-de-Beynost,SAINT-MAURICE-DE-BEYNOST,"01376","01","84","240100800",45.83323,4.97754
322,Saint-Maurice-de-Gourdans,SAINT-MAURICE-DE-GOURDANS,"01378","01","84","240100883",45.81999,5.17023
323,Saint-Maurice-de-Rémens,SAINT-MAURICE-DE-REMENS,"01379","01","84","240100883",45.95305,5.27042
324,Saint-Nizier-le-Bouchoux,SAINT-NIZIER-LE-BOUCHOUX,"01380","01","84","200071751",46.45267,5.17553
